geo_id,value,metric,source
24052,96.73050880247632,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24053,48.11451253984483,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24054,59.26277112717791,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24055,28.7686996547756,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24034,92.91213166976374,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24014,88.64125617323035,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24033,36.32401017072285,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24001,69.79758699770665,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24051,192.23375624759709,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24032,86.86420229707556,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24027,132.72658323852863,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24025,104.72494301731042,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24056,67.50675067506751,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24057,47.027208599261,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24048,112.6126126126126,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24015,44.81089801039613,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24013,204.28130611016135,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24043,117.75788977861517,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24012,67.967763860569,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24011,125.69435997242834,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24010,123.98042414355628,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24009,80.0961153384061,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24008,185.95590188612417,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24007,59.0318772136954,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24041,76.94844454215675,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24040,90.14263746752214,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24039,87.61682242990653,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24038,14.150275930380644,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24058,123.6446642571809,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24037,65.5361677725895,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24036,83.11400470979359,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24035,76.97053379946531,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24006,106.63254425250588,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24031,64.04098623118796,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24030,290.69767441860466,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24029,96.14357440444395,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24028,264.1127277282271,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24026,0.0,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24005,166.97975370486327,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24024,153.2416502946955,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24023,63.751115644523786,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24022,60.27122049221497,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24021,91.50924897052094,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24017,,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24047,64.57167455876022,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24016,52.46089278901182,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24042,66.92245727440013,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24046,56.05141802202423,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24002,87.56306049808882,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24003,47.435454476885276,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24004,176.24392965166507,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24018,85.48676053536678,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24019,204.01311900054128,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24020,132.83725109355532,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24044,65.53458917325818,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24045,158.1332576898759,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24049,68.37781213530292,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24050,65.57525113957054,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24052,120.73540971829586,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24053,56.74242536046235,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24054,46.086627717985124,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24055,57.22076401825821,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24034,78.36489065631386,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24014,97.21021994687851,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24033,69.70195990158827,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24001,91.97692281798277,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24051,150.1288806055737,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24032,116.8784332025331,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24027,137.2286209867075,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24025,72.69040427308728,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24056,81.33697661790511,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24057,50.00591105962018,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24048,105.09721789025555,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24015,59.438030177148846,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24013,153.38883063322695,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24043,168.0003062736547,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24012,63.258681873769916,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24011,120.51712701176953,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24010,71.65682646893714,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24009,89.44669201951312,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24008,135.01385447340405,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24007,88.16438903395535,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24041,66.18363128766859,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24040,84.4502353125481,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24039,59.36815280687404,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24038,63.32513899682945,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24058,107.22088649458253,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24037,84.27859136178617,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24036,91.1906195724404,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24035,119.89035371115823,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24006,100.68861300551625,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24031,46.77502556959227,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24030,248.33851545134365,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24029,83.80445102825975,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24028,224.2411297472148,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24026,61.36164577844312,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24005,122.52942357902755,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24024,207.56929614286622,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24023,126.5784509002272,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24022,85.65419174766397,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24021,91.58173110456814,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24017,130.05058913048364,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24047,142.50322701986616,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24016,87.45343478771755,bayes_spatial_predicted_rate_mean_per_100k,bayesian_spatial_hierarchical_nb
24042,42.658085546721615,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24046,26.493547413295207,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24002,59.2438607168296,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24003,29.824249751056385,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24004,94.75968427353195,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24018,31.900271686917424,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24019,107.03662658810556,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24020,71.1486584052503,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24044,32.113265243125035,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24045,68.60596569189214,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24049,33.910374096912165,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24050,34.231395012793485,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24052,72.21210888147682,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24053,34.9228980635045,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24054,28.583322122135645,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24055,25.74137378984052,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24034,47.673624237885214,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24014,57.37946728360586,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24033,33.164495620877695,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24001,56.70024550112372,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24051,89.09874792665656,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24032,70.94740619654979,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24027,84.53036358840255,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24025,41.8129131519836,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24056,43.66996954179111,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24057,28.58806493585711,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24048,53.90372242268298,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24015,15.914724076978878,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24013,91.66433556066796,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24043,91.62185110292515,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24012,40.11844356558922,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24011,79.48789904173765,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24010,45.888230570328446,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24009,20.596793245898617,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24008,81.41280518092059,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24007,47.88735776662015,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24041,43.01919852877838,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24040,49.13928892586881,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24039,39.53628221472309,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24038,37.84011573075469,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24058,55.670187201712665,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24037,39.61353262170305,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24036,62.64625046695031,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24035,57.10427662311715,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24006,46.51464647150637,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24031,27.397776783084566,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24030,116.00188855090859,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24029,46.747348307770416,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24028,115.92873704943511,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24026,37.27791507336978,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24005,81.3896741631925,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24024,78.85757462919427,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24023,83.8532127732228,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24022,52.46069629705589,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24021,52.082171288500696,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24017,47.877008994061185,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24047,81.66185589088889,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24016,43.690946727407606,bayes_spatial_predicted_rate_ci_lower,bayesian_spatial_hierarchical_nb
24042,100.30333484022235,bayes_spatial_predicted_rate_ci_upper,bayesian_spatial_hierarchical_nb
24046,104.27773802441908,bayes_spatial_predicted_rate_ci_upper,bayesian_spatial_hierarchical_nb
24002,125.47075077787315,bayes_spatial_predicted_rate_ci_upper,bayesian_spatial_hierarchical_nb
24003,71.45216909401616,bayes_spatial_predicted_rate_ci_upper,bayesian_spatial_hierarchical_nb
24004,297.90065071765605,bayes_spatial_predicted_rate_ci_upper,bayesian_spatial_hierarchical_nb
24018,182.12311674284564,bayes_spatial_predicted_rate_ci_upper,bayesian_spatial_hierarchical_nb
24019,341.5506792003731,bayes_spatial_predicted_rate_ci_upper,bayesian_spatial_hierarchical_nb
24020,231.95050047196662,bayes_spatial_predicted_rate_ci_upper,bayesian_spatial_hierarchical_nb
24044,122.2035575200182,bayes_spatial_predicted_rate_ci_upper,bayesian_spatial_hierarchical_nb
24045,316.36353105366175,bayes_spatial_predicted_rate_ci_upper,bayesian_spatial_hierarchical_nb
24049,129.86903038345355,bayes_spatial_predicted_rate_ci_upper,bayesian_spatial_hierarchical_nb
24050,116.0850908741966,bayes_spatial_predicted_rate_ci_upper,bayesian_spatial_hierarchical_nb
24052,191.81640638933,bayes_spatial_predicted_rate_ci_upper,bayesian_spatial_hierarchical_nb
24053,85.75565561101341,bayes_spatial_predicted_rate_ci_upper,bayesian_spatial_hierarchical_nb
24054,69.32755316152766,bayes_spatial_predicted_rate_ci_upper,bayesian_spatial_hierarchical_nb
24055,110.82079323911991,bayes_spatial_predicted_rate_ci_upper,bayesian_spatial_hierarchical_nb
24034,125.45426232485134,bayes_spatial_predicted_rate_ci_upper,bayesian_spatial_hierarchical_nb
24014,154.29822264279125,bayes_spatial_predicted_rate_ci_upper,bayesian_spatial_hierarchical_nb
24033,129.7123738624528,bayes_spatial_predicted_rate_ci_upper,bayesian_spatial_hierarchical_nb
