geo_id,population,age_share_female_60plus,age_share_female_15_49,outcome_count,outcome_missing_flag,ambientalagua_kernel_intensity,ambientalagua_nearest_source_m,ambientalagua_count_within_1000m,ambientalagua_count_within_5000m,ambientalagua_count_within_10000m,ambientalladrilleras_kernel_intensity,ambientalladrilleras_nearest_source_m,ambientalladrilleras_count_within_1000m,ambientalladrilleras_count_within_5000m,ambientalladrilleras_count_within_10000m,ambientalminasmetales_kernel_intensity,ambientalminasmetales_nearest_source_m,ambientalminasmetales_count_within_1000m,ambientalminasmetales_count_within_5000m,ambientalminasmetales_count_within_10000m,ambientalretc_kernel_intensity,ambientalretc_nearest_source_m,ambientalretc_count_within_1000m,ambientalretc_count_within_5000m,ambientalretc_count_within_10000m,observed_rate_per_100k,control_age_share_female_60plus_z,control_age_share_female_15_49_z,model_inclusion_flag,outcome_count_for_model,predicted_count,predicted_rate_per_100k
24058,10514,0.12630778010272017,0.49990488871980215,13.0,0,0.0004978869052949053,51666.78244230052,0,0,0,0.001421153461781728,76005.56214088443,0,0,0,1.487769232334242e-05,183238.66493022375,0,0,0,0.019623377021395168,6149.798921867147,0,0,22,123.6446642571809,-0.6777266754999232,0.47220383417086226,1,13.0,10.918912908585709,103.85117851042133
24037,48828,0.12857376914884902,0.49834111575325635,32.0,0,0.00031095742408184646,116720.9845828896,0,0,0,0.0009702850850388894,88881.41597216192,0,0,0,9.483808712181474e-06,268332.1941392708,0,0,0,0.01866188691880019,8193.99591282073,0,0,73,65.5361677725895,-0.6123381387686709,0.41474251069208024,1,32.0,37.244614815139904,76.27716641095256
24036,14438,0.15002077850117745,0.48884887103476937,12.0,0,0.0005119770895352391,48377.911846231276,0,0,0,0.0016090886713713954,39546.35641874056,0,0,0,1.3608168618536068e-05,182645.8940670263,0,0,0,0.01970246342991903,12382.376543853074,0,0,0,83.11400470979359,0.00654771207250577,0.06594702952095648,1,12.0,13.485110035727185,93.40012491845958
24035,170195,0.09423896119157438,0.5668086606539557,131.0,0,0.0022725849776807066,4219.036856175161,0,1,2,0.006929994252528798,14467.340999734068,0,0,0,7.394483340477304e-05,17880.031289765913,0,0,0,0.0874616448498704,7155.47537720806,0,0,68,76.97053379946531,-1.6031208855388799,2.9306037191304073,1,131.0,162.28537919732707,95.35261270738096
24006,4689,0.15909575602473874,0.454681168692685,5.0,0,0.0009193215703670709,9182.98372513302,0,0,1,0.0011764730527941214,43753.00428340842,0,0,0,3.7576701746178955e-05,62315.13819146291,0,0,0,0.013007904674698617,45945.64516748671,0,0,0,106.63254425250587,0.2684198963835567,-1.1895558080437563,1,5.0,4.063150340634117,86.65281170045036
24031,6246,0.11463336535382646,0.49551713096381683,4.0,0,0.0004589593216150104,82171.90119641146,0,0,0,0.00154361125425795,62948.41251214825,0,0,0,1.2761780597028446e-05,188371.77153945336,0,0,0,0.016590215589868625,29430.129674963722,0,0,0,64.04098623118796,-1.014609547430851,0.3109743122664612,1,4.0,2.524045192273887,40.41058585132705
24030,2408,0.2745016611295681,0.40863787375415284,7.0,0,0.0010544852179843274,39861.780700759125,0,0,0,0.0037317468945177595,49373.70519983049,0,0,0,3.166718605085405e-05,57715.01491031467,0,0,0,0.04055945880468119,21040.505732973048,0,0,0,290.69767441860466,3.598631610267303,-2.8814309849986484,1,7.0,5.743472088886015,238.5162827610471
24029,9361,0.21087490652708044,0.4351030872770003,9.0,0,0.0003060458122244889,104793.34477410502,0,0,0,0.0009309883414657684,79022.6395370552,0,0,0,9.310522697527551e-06,278278.8655191828,0,0,0,0.015049265930235072,16957.0400989411,0,0,0,96.14357440444397,1.762585497192418,-1.9089584920571165,1,9.0,7.042558978370392,75.23297701495989
24028,471011,0.13029844313614755,0.5385415627235882,1244.0,0,0.0024581088753625603,6014.804388097255,0,0,2,0.010053152563045804,7084.394673208328,0,0,64,0.00010296691321078452,11780.330540869085,0,0,0,0.09422836261337744,3802.323655320584,0,22,112,264.1127277282271,-0.5625700657232319,1.8919204238365441,1,1244.0,1080.770244276356,229.45753799303114
24026,4678,0.1470713980333476,0.48225737494655835,0.0,0,0.00036251885492785116,70234.18181518523,0,0,0,0.0010860288884900237,43016.671210000844,0,0,0,1.0433033691776716e-05,246455.85814139064,0,0,0,0.016406921437377493,17113.24516894637,0,0,0,0.0,-0.07856111640334232,-0.1762595420445108,1,0.0,2.8818337909760783,61.603971589911936
24005,9582,0.16677102901273222,0.4842412857441035,16.0,0,0.0006306942593956137,42363.46779566284,0,0,0,0.002353310685664673,41517.95458928562,0,0,0,1.618959176678896e-05,146406.28636973794,0,0,0,0.019434456081287788,36259.657916736636,0,0,0,166.97975370486327,0.48990149204933825,-0.10336012343990326,1,16.0,11.58357522207421,120.88890860023182
24024,50900,0.1487229862475442,0.5014538310412574,78.0,0,0.0019837129191159633,3248.4590951519053,0,3,6,0.015157680372077403,2964.769098136778,0,49,49,1.992773533439204e-05,107867.10291497002,0,0,0,0.027860890472420196,4326.982572707171,0,5,27,153.2416502946955,-0.030902043737746628,0.5291202009883011,1,78.0,81.83376709086305,160.77360921584093
24023,7843,0.19074333800841514,0.46232309065408644,5.0,0,0.0005773292333715906,49666.36406952674,0,0,0,0.002104119324587121,49440.195005840294,0,0,0,1.4991783817372e-05,157050.32285767098,0,0,0,0.018734550541104907,26011.491523378092,0,0,0,63.751115644523786,1.1816586785966603,-0.9087510114282659,1,5.0,10.428132822598393,132.96102030598496
24022,9955,0.14103465595178302,0.4921145153189352,6.0,0,0.0009371397504016096,25279.899070137984,0,0,0,0.0024677171980510442,24994.554253623115,0,0,0,5.49088648096232e-05,48590.499833270704,0,0,0,0.02786636500999878,10614.999221187698,0,0,0,60.27122049221497,-0.2527604277423946,0.1859441432922609,1,6.0,8.811215111676933,88.51044813336944
24021,30598,0.11628210994182626,0.5310477809007125,28.0,0,0.001731219528769138,4825.8304465074725,0,1,1,0.005642383160331341,19607.17429414024,0,0,0,6.302182244458956e-05,22546.52445434538,0,0,0,0.056583242689731965,13776.349854734963,0,0,0,91.50924897052094,-0.9670325318944976,1.6165590826344187,1,28.0,25.001367297189454,81.70915516435531
24017,12608,0.16481598984771573,0.45518718274111675,,1,0.0007302915065385947,20996.558884541882,0,0,0,0.001842446613482473,87852.1066556595,0,0,0,2.9211481828989266e-05,96045.0718977252,0,0,0,0.019999523509788945,47380.7598296517,0,0,0,,0.4334858838313237,-1.1709621646288997,0,0.0,14.560476523593035,115.48601303611231
24047,4646,0.17606543263021954,0.4690055962117951,3.0,0,0.0009179098030666443,11536.605548639905,0,0,0,0.0015735477329358472,44223.91841620846,0,0,0,4.965651185625371e-05,45507.96239025861,0,0,0,0.017447625343892853,44857.33532371999,0,0,0,64.57167455876022,0.7581055477465236,-0.6632002686318637,1,3.0,6.982667821029315,150.29418469714417
24016,20968,0.15132582983594048,0.48965089660434946,11.0,0,0.0003486417091117326,55991.99006656998,0,0,0,0.0009295205655482534,61937.050402649205,0,0,0,1.0034945780100818e-05,274088.34422203805,0,0,0,0.01330392694057549,38362.10733155525,0,0,0,52.46089278901182,0.04420693963369209,0.0954177082433885,1,11.0,18.984335001920552,90.5395602914944
